User_Id,Age,Gender,City,Account_age_Months,Subscription_Type,Payment_Method,Monthly_Subscription_Fee,Plan_Duration,Auto_Renewal,Daily_Listening_Minutes,Songs_Playes_Per_Day,Weekly_Apps_Opens,Playlists_Created,Podcasts_Listened,Skip_Rate,Offline_Downloads,Last_Login_Days_Ago,Device_Type,App_Rating,Customer_Support_Tickets,Ads_Clicked,Recommendation_Usage,Lifetime_Revenue,Avg_Monthly_Spend,Churn
759,22,Male,Bangalore,35,Active,Credit/Debit Card,2,Monthly,Yes,24,18,15,0,8,14,26,6,Desktop,3,2,8,No,496,3,No
760,22,Male,Mumbai,12,Active,Net Banking,12,Quarterly,No,138,15,17,1,9,16,14,3,Mobile,5,4,0,Yes,302,7,Yes
761,59,Female,Ahmedabad,26,Active,UPI,1,Quarterly,No,111,17,8,15,6,47,43,22,Mobile,5,0,8,Yes,104,0,Yes
762,48,Male,Kolkata,1,Active,UPI,0,Yearly,Yes,90,75,21,10,10,53,11,30,Mobile,2,0,15,No,2,5,No
763,47,Female,Kolkata,35,Active,UPI,5,Monthly,No,142,19,2,2,6,20,46,11,Mobile,4,5,7,No,183,0,No
764,34,Female,Mumbai,7,Active,Credit/Debit Card,9,Monthly,Yes,43,7,9,1,6,55,13,13,Mobile,5,0,0,No,201,4,No
765,51,Female,Bangalore,8,Active,Credit/Debit Card,9,Yearly,Yes,25,18,16,19,1,45,34,16,Mobile,1,0,8,No,319,3,No
766,18,Male,Bangalore,23,Cancelled,UPI,6,Monthly,No,112,73,40,16,0,29,15,18,Mobile,4,3,5,No,350,12,No
767,42,Female,Pune,1,Active,Net Banking,0,Monthly,No,38,45,34,20,10,10,10,11,Tablet,1,1,1,No,254,11,Yes
768,28,Male,Bangalore,22,Active,Credit/Debit Card,6,Quarterly,No,228,32,3,16,1,8,18,27,Desktop,4,2,14,No,199,4,No
769,41,Female,Pune,52,Cancelled,Credit/Debit Card,11,Yearly,No,269,5,10,2,8,35,25,16,Mobile,2,0,15,No,282,3,No
770,51,Female,Chennai,49,Active,Credit/Debit Card,4,Monthly,No,91,33,11,15,6,31,44,26,Tablet,2,5,5,No,359,11,No
771,28,Female,Kolkata,58,Active,Net Banking,12,Monthly,No,284,63,2,17,2,13,34,24,Mobile,4,2,6,No,255,7,No
772,33,Female,Chennai,47,Cancelled,Credit/Debit Card,4,Monthly,No,179,23,39,14,9,16,8,15,Desktop,3,2,10,Yes,50,11,Yes
773,18,Female,Kolkata,11,Active,UPI,10,Monthly,No,245,52,34,11,8,27,30,5,Mobile,5,1,14,Yes,59,8,Yes
774,59,Female,Pune,59,Cancelled,Net Banking,1,Monthly,No,88,79,33,8,10,11,31,24,Desktop,4,5,13,No,358,5,No
775,60,Male,Kolkata,45,Cancelled,UPI,6,Quarterly,No,118,50,14,19,6,21,18,6,Mobile,4,1,13,Yes,93,4,No
776,46,Male,Kolkata,56,Active,UPI,9,Monthly,No,190,63,24,17,7,43,6,8,Tablet,5,2,1,No,315,13,Yes
777,46,Male,Mumbai,33,Active,UPI,4,Monthly,Yes,226,26,35,15,0,33,37,2,Mobile,3,1,5,Yes,269,10,Yes
778,58,Female,Kolkata,15,Cancelled,UPI,2,Monthly,Yes,179,36,40,2,3,52,18,10,Mobile,1,5,12,Yes,484,10,Yes
779,43,Female,Bangalore,53,Active,Credit/Debit Card,4,Monthly,No,126,77,33,13,10,19,16,9,Mobile,2,3,2,No,480,15,Yes
780,50,Male,Hyderabad,3,Cancelled,Credit/Debit Card,2,Monthly,No,219,6,27,9,5,20,16,26,Mobile,1,4,11,No,242,3,Yes
781,21,Female,Bangalore,11,Active,UPI,3,Quarterly,Yes,262,26,9,1,4,14,31,4,Desktop,1,5,6,No,98,11,Yes
782,60,Female,Mumbai,6,Cancelled,Net Banking,11,Quarterly,Yes,161,27,14,6,5,9,19,8,Desktop,3,2,12,No,422,2,No
783,40,Female,Ahmedabad,9,Active,Net Banking,8,Monthly,Yes,121,77,3,3,2,58,3,16,Tablet,5,2,4,No,379,9,No
784,37,Female,Hyderabad,1,Cancelled,UPI,11,Yearly,Yes,134,24,24,16,1,15,20,10,Mobile,4,4,12,Yes,56,2,Yes
785,57,Male,Mumbai,30,Active,UPI,12,Monthly,Yes,134,73,14,15,1,25,32,28,Mobile,3,3,8,Yes,424,10,Yes
786,38,Female,Bangalore,18,Cancelled,Net Banking,0,Monthly,Yes,10,57,26,10,1,23,36,9,Tablet,1,1,0,No,186,15,No
787,35,Female,Chennai,49,Cancelled,Credit/Debit Card,10,Yearly,No,271,46,26,2,3,17,43,3,Mobile,4,3,1,No,238,1,No
788,35,Female,Bangalore,13,Active,UPI,5,Yearly,No,128,6,27,5,10,46,16,25,Mobile,4,1,6,No,220,6,No
789,44,Female,Mumbai,12,Active,UPI,12,Yearly,Yes,202,19,32,8,5,45,32,11,Mobile,4,5,5,Yes,411,1,Yes
790,60,Male,Kolkata,57,Active,Credit/Debit Card,3,Monthly,No,76,34,6,4,4,42,33,28,Mobile,1,3,1,Yes,341,12,Yes
791,33,Female,Kolkata,39,Active,Credit/Debit Card,6,Yearly,No,103,28,8,3,8,5,45,4,Mobile,4,0,13,Yes,418,12,No
792,25,Male,Pune,35,Active,UPI,12,Quarterly,Yes,297,68,28,12,9,23,16,18,Desktop,2,3,12,Yes,113,6,No
793,29,Male,Mumbai,15,Cancelled,Credit/Debit Card,12,Monthly,No,220,16,29,18,4,35,6,16,Desktop,3,2,0,No,206,11,Yes
794,47,Male,Hyderabad,48,Cancelled,UPI,6,Monthly,Yes,245,26,4,14,3,30,8,2,Tablet,3,5,12,Yes,488,12,Yes
795,32,Female,Chennai,14,Active,Credit/Debit Card,2,Monthly,Yes,291,63,39,5,4,11,43,10,Mobile,5,4,2,No,427,8,No
796,39,Female,Kolkata,29,Active,Net Banking,4,Monthly,Yes,225,68,31,4,4,49,7,7,Mobile,3,1,7,No,302,10,No
797,52,Male,Chennai,19,Active,Credit/Debit Card,13,Monthly,No,109,15,28,13,8,59,27,7,Desktop,4,1,6,No,405,8,Yes
798,18,Male,Hyderabad,15,Active,Credit/Debit Card,14,Quarterly,Yes,119,43,7,15,3,23,46,18,Mobile,4,4,6,Yes,4,6,No
799,58,Male,Bangalore,24,Active,UPI,15,Yearly,No,17,24,22,3,5,10,46,14,Mobile,3,0,3,Yes,235,15,No
800,21,Male,Chennai,30,Active,UPI,0,Monthly,Yes,280,53,7,0,8,51,12,8,Desktop,1,1,3,No,152,15,No
801,46,Male,Bangalore,60,Active,UPI,3,Quarterly,No,276,19,33,12,9,15,25,26,Desktop,4,4,0,No,493,15,No
802,35,Female,Bangalore,17,Active,UPI,11,Monthly,No,97,40,3,6,10,11,44,23,Mobile,3,1,4,Yes,361,7,Yes
803,52,Male,Ahmedabad,27,Cancelled,Credit/Debit Card,11,Quarterly,No,265,23,4,14,8,49,6,9,Desktop,2,0,1,No,262,6,No
804,18,Female,Pune,29,Active,UPI,7,Monthly,No,70,70,28,17,10,32,35,1,Desktop,1,0,14,Yes,356,8,Yes
805,44,Female,Chennai,54,Active,UPI,3,Monthly,Yes,236,79,16,2,3,27,9,10,Mobile,4,3,15,No,23,1,No
806,55,Female,Bangalore,47,Active,UPI,5,Monthly,Yes,168,60,9,16,10,34,25,24,Desktop,5,2,13,Yes,407,1,Yes
807,24,Female,Hyderabad,52,Active,Net Banking,14,Yearly,No,265,10,19,17,5,32,24,24,Desktop,4,3,12,No,125,12,Yes
808,29,Male,Kolkata,28,Active,UPI,6,Monthly,No,239,61,2,17,2,54,31,27,Mobile,5,4,2,Yes,174,7,No
809,27,Male,Mumbai,16,Active,Credit/Debit Card,4,Monthly,No,44,78,13,1,1,16,39,10,Desktop,1,5,1,Yes,0,1,No
810,19,Female,Bangalore,2,Active,UPI,12,Monthly,Yes,294,75,25,7,6,19,40,7,Mobile,5,3,2,No,314,5,No
811,58,Female,Hyderabad,35,Active,Credit/Debit Card,6,Monthly,No,90,74,15,2,2,28,21,13,Desktop,4,0,13,No,307,10,No
812,46,Male,Hyderabad,38,Active,UPI,1,Monthly,No,23,67,13,19,7,51,1,13,Mobile,1,1,12,Yes,388,4,Yes
813,60,Male,Hyderabad,48,Active,UPI,14,Monthly,Yes,120,26,6,7,4,31,10,20,Mobile,4,1,8,No,349,3,No
814,49,Male,Hyderabad,23,Cancelled,UPI,15,Monthly,Yes,53,55,15,8,4,10,31,24,Mobile,4,4,4,Yes,355,9,Yes
815,55,Female,Pune,16,Cancelled,UPI,1,Monthly,No,266,55,28,20,2,43,30,18,Tablet,4,4,2,No,175,12,No
816,59,Male,Pune,8,Active,UPI,2,Monthly,Yes,211,17,18,5,1,29,22,20,Mobile,4,3,13,No,107,1,No
817,41,Female,Hyderabad,39,Active,UPI,13,Yearly,No,76,34,23,20,1,57,3,3,Mobile,5,1,7,Yes,479,9,Yes
818,51,Male,Chennai,39,Active,UPI,13,Yearly,Yes,11,25,37,9,4,26,14,11,Mobile,5,4,0,No,490,0,No
819,31,Female,Ahmedabad,1,Active,UPI,5,Quarterly,No,132,58,21,19,10,10,29,18,Desktop,3,2,8,No,447,15,Yes
820,45,Female,Pune,40,Cancelled,UPI,14,Quarterly,Yes,164,59,32,16,5,42,20,10,Mobile,1,4,8,Yes,143,2,No
821,39,Male,Pune,32,Cancelled,Credit/Debit Card,8,Monthly,Yes,286,71,8,16,9,10,23,0,Mobile,2,5,6,No,226,0,No
822,46,Male,Mumbai,60,Active,UPI,11,Yearly,Yes,244,34,29,14,2,30,32,1,Mobile,3,4,5,No,40,3,Yes
823,41,Male,Hyderabad,26,Active,UPI,10,Quarterly,No,144,12,28,19,9,56,36,2,Desktop,4,1,12,No,305,1,Yes
824,47,Male,Hyderabad,39,Cancelled,Net Banking,6,Monthly,No,147,29,16,12,9,54,14,6,Mobile,3,4,10,No,132,12,Yes
825,30,Female,Mumbai,25,Cancelled,Credit/Debit Card,14,Monthly,No,204,24,7,10,6,53,13,4,Mobile,1,5,14,No,425,13,Yes
826,55,Male,Mumbai,41,Active,UPI,6,Monthly,Yes,184,12,9,10,7,51,32,0,Mobile,2,5,7,Yes,16,3,Yes
827,42,Male,Hyderabad,48,Cancelled,Net Banking,6,Yearly,No,42,62,33,14,8,57,29,28,Mobile,1,0,4,No,403,8,No
828,34,Male,Bangalore,22,Active,UPI,10,Quarterly,No,38,26,35,1,2,54,31,9,Tablet,3,5,7,Yes,379,4,Yes
829,47,Female,Hyderabad,20,Active,Credit/Debit Card,9,Monthly,No,132,43,31,11,3,58,33,30,Desktop,2,4,4,No,191,11,No
830,51,Male,Pune,1,Cancelled,Credit/Debit Card,13,Yearly,No,160,38,14,7,9,54,44,15,Mobile,2,0,4,Yes,295,12,Yes
831,34,Male,Ahmedabad,46,Active,Net Banking,4,Quarterly,No,59,29,17,0,3,35,19,18,Mobile,1,3,7,No,273,4,No
832,35,Female,Mumbai,39,Active,UPI,2,Monthly,Yes,68,78,28,15,6,38,32,23,Desktop,5,5,5,Yes,52,12,No
833,56,Male,Bangalore,15,Active,UPI,14,Monthly,No,171,11,27,16,5,22,7,29,Desktop,5,1,11,Yes,93,14,No
834,18,Male,Bangalore,23,Cancelled,UPI,14,Monthly,No,178,16,25,4,2,28,7,2,Tablet,5,3,10,Yes,159,10,No
835,24,Male,Chennai,32,Active,Credit/Debit Card,7,Yearly,No,281,19,35,13,7,19,23,29,Mobile,1,0,8,No,484,10,No
836,30,Male,Mumbai,49,Active,UPI,10,Monthly,No,280,25,13,9,1,34,22,15,Tablet,5,1,2,Yes,166,11,No
837,40,Female,Bangalore,37,Cancelled,Net Banking,8,Monthly,No,173,26,18,1,8,54,50,29,Tablet,5,1,8,Yes,436,8,Yes
838,22,Female,Pune,55,Active,Credit/Debit Card,9,Quarterly,Yes,188,75,35,17,6,28,29,6,Tablet,3,2,15,Yes,376,12,No
839,37,Female,Pune,2,Active,Credit/Debit Card,0,Monthly,Yes,243,15,20,7,0,49,21,27,Mobile,5,5,15,No,92,3,Yes
840,52,Male,Pune,38,Active,UPI,9,Monthly,No,176,39,29,11,1,6,34,12,Tablet,4,2,3,No,358,7,Yes
841,35,Female,Mumbai,27,Active,UPI,14,Yearly,No,104,36,24,6,4,41,28,23,Mobile,2,0,1,No,177,13,Yes
842,52,Male,Hyderabad,55,Active,Net Banking,1,Yearly,No,157,22,6,17,7,14,43,20,Desktop,4,0,3,Yes,341,2,No
843,37,Female,Bangalore,38,Active,UPI,7,Quarterly,Yes,55,45,3,19,9,31,11,17,Mobile,1,2,14,No,374,1,No
844,22,Female,Hyderabad,28,Cancelled,Net Banking,14,Yearly,No,185,23,11,8,8,53,18,11,Desktop,1,0,0,No,140,5,No
845,20,Male,Kolkata,8,Active,Net Banking,1,Monthly,No,38,38,14,8,3,23,29,16,Desktop,1,0,13,No,191,12,No
846,37,Female,Pune,10,Cancelled,UPI,11,Monthly,No,186,62,8,20,8,17,44,7,Mobile,4,1,5,Yes,500,8,Yes
847,60,Male,Chennai,44,Active,UPI,7,Yearly,Yes,201,28,11,0,7,7,19,23,Mobile,5,3,4,No,441,3,No
848,38,Female,Chennai,20,Cancelled,Net Banking,11,Quarterly,No,171,67,34,3,5,9,33,23,Desktop,3,1,8,Yes,144,13,No
849,42,Female,Kolkata,45,Active,UPI,5,Yearly,No,215,18,15,17,9,24,22,3,Mobile,5,5,7,No,407,11,Yes
850,38,Male,Mumbai,24,Active,Credit/Debit Card,6,Quarterly,Yes,84,39,38,3,1,6,41,13,Desktop,2,0,13,Yes,483,8,Yes
851,48,Male,Hyderabad,11,Active,UPI,15,Monthly,No,174,6,12,15,5,52,43,1,Desktop,3,4,13,Yes,457,10,Yes
852,53,Male,Kolkata,31,Active,UPI,3,Monthly,Yes,270,60,4,0,10,37,44,19,Desktop,2,2,10,Yes,252,9,No
853,31,Male,Kolkata,52,Active,UPI,11,Monthly,Yes,44,31,36,3,0,38,37,23,Mobile,4,5,7,No,466,4,Yes
854,37,Female,Hyderabad,44,Active,UPI,9,Monthly,No,59,66,1,2,4,27,48,2,Tablet,2,0,11,Yes,52,2,Yes
855,34,Female,Mumbai,59,Active,UPI,2,Monthly,No,173,10,36,0,4,41,11,12,Mobile,5,1,14,Yes,431,7,No
856,57,Female,Kolkata,46,Active,Credit/Debit Card,5,Yearly,No,25,12,21,14,5,60,3,11,Tablet,5,1,10,Yes,203,11,Yes
857,26,Female,Mumbai,58,Active,UPI,5,Monthly,No,147,45,38,16,8,49,2,4,Mobile,2,5,6,No,297,8,Yes
858,40,Male,Bangalore,22,Active,UPI,11,Quarterly,Yes,89,61,11,9,0,42,29,26,Desktop,2,0,7,Yes,191,0,Yes
859,40,Female,Bangalore,33,Cancelled,Credit/Debit Card,4,Monthly,No,174,5,9,4,5,58,18,1,Mobile,2,4,14,No,3,10,Yes
860,44,Male,Bangalore,24,Active,Credit/Debit Card,14,Monthly,Yes,184,74,40,11,5,36,41,2,Mobile,5,3,9,No,278,15,No
861,44,Male,Chennai,28,Active,Credit/Debit Card,14,Quarterly,No,144,20,38,1,3,24,21,28,Desktop,1,1,8,No,269,8,No
862,37,Male,Pune,48,Active,Net Banking,0,Quarterly,Yes,18,6,22,4,3,27,15,21,Mobile,3,5,2,Yes,112,15,No
863,26,Male,Pune,18,Active,Credit/Debit Card,1,Monthly,Yes,107,59,21,17,8,22,7,26,Mobile,2,4,7,Yes,58,3,No
864,33,Male,Mumbai,37,Cancelled,UPI,8,Monthly,No,48,46,30,0,8,46,33,23,Mobile,4,4,1,No,23,3,No
865,48,Male,Bangalore,50,Cancelled,UPI,0,Monthly,Yes,271,5,6,7,4,55,2,29,Desktop,2,1,15,No,493,3,Yes
866,28,Male,Bangalore,46,Cancelled,Credit/Debit Card,8,Monthly,No,12,34,38,7,2,47,24,29,Mobile,3,1,7,Yes,321,15,No
867,57,Female,Hyderabad,39,Active,UPI,15,Quarterly,Yes,154,21,9,7,7,30,19,16,Mobile,5,0,9,Yes,408,9,No
868,37,Female,Hyderabad,32,Cancelled,Net Banking,6,Yearly,Yes,70,60,27,16,7,24,7,8,Mobile,2,4,5,No,182,12,No
869,51,Female,Mumbai,24,Active,Net Banking,7,Quarterly,No,155,12,12,11,4,21,31,14,Desktop,5,2,14,No,107,2,No
870,39,Female,Hyderabad,40,Active,UPI,15,Monthly,Yes,255,9,4,2,10,53,27,3,Mobile,1,5,12,No,54,13,Yes
871,38,Female,Hyderabad,42,Cancelled,UPI,10,Yearly,No,76,56,25,0,10,34,33,2,Mobile,5,1,14,No,478,15,No
872,59,Female,Chennai,9,Active,UPI,2,Monthly,Yes,118,35,23,14,10,53,11,13,Mobile,5,0,12,Yes,84,5,Yes
873,30,Male,Chennai,24,Cancelled,UPI,3,Yearly,No,11,72,10,12,9,28,10,4,Mobile,4,3,15,Yes,310,13,No
874,30,Female,Bangalore,6,Cancelled,Credit/Debit Card,5,Quarterly,Yes,54,70,1,19,8,27,50,16,Mobile,3,0,2,Yes,97,1,Yes
875,26,Male,Chennai,8,Active,Credit/Debit Card,2,Monthly,No,94,14,38,2,3,11,48,26,Mobile,5,3,13,Yes,367,10,No
876,19,Male,Mumbai,5,Active,Credit/Debit Card,11,Quarterly,No,88,68,26,3,3,52,19,17,Mobile,4,2,5,Yes,438,15,Yes
877,34,Female,Kolkata,23,Active,UPI,15,Quarterly,No,139,70,40,16,2,46,11,15,Desktop,5,5,9,No,273,12,No
878,25,Male,Kolkata,13,Active,Credit/Debit Card,2,Yearly,No,10,32,2,0,5,39,44,14,Mobile,1,2,8,No,125,15,Yes
879,41,Male,Chennai,25,Active,Net Banking,6,Yearly,No,300,8,38,14,9,57,45,4,Desktop,1,5,12,No,401,1,Yes
880,58,Male,Chennai,31,Active,Credit/Debit Card,2,Monthly,Yes,210,67,20,7,8,20,16,4,Mobile,2,3,2,Yes,29,6,Yes
881,28,Male,Mumbai,48,Active,UPI,3,Yearly,Yes,268,51,13,9,0,5,50,21,Mobile,2,4,15,No,187,7,Yes
882,42,Female,Bangalore,23,Cancelled,Credit/Debit Card,15,Monthly,No,289,38,28,7,8,48,40,24,Mobile,3,0,8,No,320,6,No
883,60,Female,Bangalore,28,Cancelled,Net Banking,5,Monthly,Yes,58,18,22,14,0,48,49,5,Tablet,5,2,14,No,354,10,No
884,39,Female,Bangalore,42,Active,UPI,2,Monthly,Yes,262,26,3,10,4,8,41,13,Desktop,4,3,14,Yes,155,2,Yes
885,51,Female,Ahmedabad,56,Active,Credit/Debit Card,0,Quarterly,Yes,109,25,23,16,2,48,48,14,Mobile,1,0,9,Yes,283,5,No
886,33,Female,Kolkata,47,Cancelled,Credit/Debit Card,12,Monthly,Yes,10,19,35,5,0,6,31,12,Desktop,2,0,7,No,57,3,No
887,41,Male,Pune,3,Active,UPI,2,Monthly,No,201,21,36,2,4,52,35,6,Mobile,5,5,13,Yes,308,12,No
888,52,Male,Ahmedabad,7,Cancelled,Net Banking,11,Monthly,Yes,38,10,1,19,4,54,25,27,Mobile,3,2,3,No,449,8,Yes
889,32,Male,Ahmedabad,12,Active,Credit/Debit Card,0,Yearly,Yes,179,18,24,14,10,37,4,7,Desktop,2,2,10,Yes,149,15,Yes
890,39,Male,Chennai,5,Cancelled,Credit/Debit Card,13,Monthly,No,239,41,26,20,8,29,27,18,Desktop,5,4,4,No,358,10,Yes
891,27,Female,Hyderabad,26,Active,Credit/Debit Card,2,Monthly,Yes,24,11,23,7,4,25,15,1,Mobile,2,0,15,Yes,419,13,Yes
892,42,Female,Hyderabad,46,Active,UPI,2,Monthly,Yes,221,50,9,12,10,50,15,1,Tablet,1,5,11,No,339,0,No
893,37,Male,Chennai,9,Active,UPI,8,Yearly,Yes,5,43,7,4,2,25,17,26,Mobile,1,3,3,No,432,7,No
894,35,Male,Pune,47,Cancelled,UPI,4,Quarterly,No,214,17,18,5,6,24,17,9,Tablet,3,2,2,Yes,349,15,Yes
895,37,Female,Ahmedabad,22,Cancelled,Credit/Debit Card,5,Monthly,Yes,109,71,19,8,8,43,38,19,Desktop,2,4,10,No,355,1,No
896,59,Male,Pune,6,Cancelled,UPI,6,Monthly,Yes,102,24,23,20,2,22,25,20,Mobile,3,4,13,Yes,295,4,Yes
897,21,Male,Mumbai,11,Cancelled,Net Banking,15,Quarterly,No,240,74,25,3,9,17,2,17,Mobile,4,4,15,No,209,3,No
898,21,Male,Mumbai,54,Active,Net Banking,6,Monthly,No,154,22,6,2,8,53,39,15,Desktop,2,3,14,Yes,89,14,No
899,46,Female,Bangalore,47,Active,UPI,14,Monthly,No,15,52,8,4,6,12,13,21,Desktop,3,3,13,No,471,14,Yes
900,46,Female,Ahmedabad,1,Active,UPI,9,Quarterly,Yes,20,80,19,19,0,15,35,12,Tablet,4,5,10,Yes,279,8,No
901,55,Male,Pune,26,Active,UPI,13,Yearly,No,276,17,29,16,4,37,27,13,Tablet,4,1,12,No,499,1,No
902,48,Female,Chennai,46,Cancelled,UPI,6,Monthly,No,97,28,1,9,7,39,5,22,Mobile,2,3,5,No,61,6,Yes
903,49,Female,Hyderabad,42,Cancelled,Credit/Debit Card,12,Monthly,No,60,77,36,1,4,24,13,12,Mobile,2,5,0,Yes,302,8,No
904,22,Female,Kolkata,4,Active,UPI,10,Yearly,No,34,55,23,5,3,19,21,8,Mobile,1,5,7,Yes,15,6,Yes
905,51,Male,Kolkata,13,Active,UPI,3,Quarterly,No,112,59,37,3,6,10,44,4,Mobile,3,2,13,No,416,11,No
906,23,Male,Kolkata,15,Active,Credit/Debit Card,8,Quarterly,Yes,35,14,12,19,1,21,20,20,Mobile,2,2,12,Yes,221,9,No
907,60,Female,Hyderabad,6,Cancelled,UPI,15,Yearly,No,145,23,21,5,8,46,32,12,Mobile,4,0,6,Yes,178,9,No
908,48,Male,Kolkata,29,Active,UPI,8,Monthly,Yes,102,35,34,10,2,46,25,6,Desktop,1,3,15,No,489,7,No
909,46,Female,Bangalore,22,Active,UPI,6,Monthly,Yes,299,79,23,19,4,24,43,18,Mobile,4,0,13,Yes,44,6,Yes
910,27,Female,Bangalore,56,Cancelled,UPI,1,Monthly,No,226,70,6,2,1,13,15,15,Desktop,1,3,12,Yes,0,1,No
911,59,Male,Ahmedabad,38,Active,UPI,1,Quarterly,No,178,61,35,8,0,16,44,23,Mobile,2,5,11,No,363,10,Yes
912,35,Male,Bangalore,24,Active,Net Banking,15,Yearly,No,8,40,3,19,0,24,31,0,Mobile,3,5,11,No,342,13,Yes
913,30,Male,Ahmedabad,37,Active,UPI,13,Yearly,Yes,21,22,7,18,3,17,47,11,Mobile,4,0,8,No,335,1,Yes
914,39,Female,Pune,58,Cancelled,UPI,9,Quarterly,No,36,23,16,4,9,5,17,26,Mobile,2,0,6,Yes,38,9,No
915,28,Female,Hyderabad,41,Active,UPI,0,Monthly,No,103,6,24,10,2,23,42,11,Mobile,5,3,3,No,141,6,Yes
916,25,Male,Bangalore,32,Active,UPI,12,Monthly,No,40,11,7,12,0,12,21,22,Desktop,2,5,2,Yes,448,9,No
917,40,Male,Hyderabad,50,Active,Credit/Debit Card,9,Monthly,No,248,7,8,6,7,42,35,23,Mobile,1,1,15,No,442,2,Yes
918,50,Female,Ahmedabad,29,Active,Credit/Debit Card,7,Monthly,Yes,194,70,33,19,7,14,9,11,Desktop,5,1,8,Yes,430,9,No
919,31,Male,Pune,19,Cancelled,Net Banking,13,Monthly,No,105,74,34,11,4,54,37,11,Mobile,5,5,3,Yes,281,6,Yes
920,50,Female,Pune,27,Active,Net Banking,4,Monthly,No,85,68,15,20,8,57,38,21,Tablet,2,5,5,Yes,210,14,Yes
921,43,Female,Ahmedabad,2,Active,UPI,14,Monthly,Yes,292,72,26,8,0,10,21,29,Mobile,5,1,12,No,372,15,No
922,20,Male,Ahmedabad,41,Active,Credit/Debit Card,12,Quarterly,Yes,88,70,26,4,5,42,32,0,Mobile,2,2,9,No,298,3,Yes
923,38,Male,Pune,31,Active,UPI,0,Monthly,No,190,22,36,11,9,53,8,0,Mobile,1,2,15,Yes,466,14,Yes
924,28,Female,Chennai,9,Active,Credit/Debit Card,8,Yearly,Yes,192,15,17,10,9,59,1,26,Desktop,1,5,0,Yes,275,12,No
925,48,Male,Bangalore,32,Cancelled,UPI,2,Monthly,No,292,10,11,4,6,40,28,10,Mobile,1,5,13,Yes,348,10,Yes
926,38,Female,Mumbai,57,Active,Credit/Debit Card,8,Quarterly,Yes,265,53,14,1,7,12,5,30,Mobile,2,4,14,Yes,179,10,No
927,23,Female,Hyderabad,14,Active,UPI,1,Yearly,Yes,228,23,26,9,10,11,46,3,Mobile,5,3,7,No,235,15,No
928,42,Male,Ahmedabad,24,Active,UPI,13,Quarterly,Yes,29,70,3,2,0,43,20,30,Mobile,4,1,10,Yes,26,15,No
929,28,Male,Ahmedabad,49,Active,UPI,5,Quarterly,Yes,292,26,22,5,0,45,18,17,Mobile,2,4,9,Yes,34,15,No
930,29,Male,Hyderabad,8,Active,Net Banking,3,Yearly,No,109,79,39,5,0,37,5,20,Mobile,5,1,8,Yes,319,11,Yes
931,27,Male,Ahmedabad,58,Active,Net Banking,2,Monthly,Yes,20,10,9,8,6,33,13,8,Desktop,1,1,5,No,439,6,No
932,23,Female,Pune,57,Active,UPI,11,Yearly,Yes,202,26,15,1,1,37,48,26,Tablet,5,2,6,No,133,5,Yes
933,41,Male,Hyderabad,53,Cancelled,UPI,14,Monthly,Yes,251,79,17,0,5,44,36,4,Mobile,3,4,0,No,234,7,No
934,32,Female,Chennai,16,Active,UPI,12,Monthly,Yes,292,49,37,16,1,40,0,17,Desktop,4,2,0,No,450,14,Yes
935,23,Female,Ahmedabad,6,Active,UPI,5,Quarterly,No,44,13,22,6,9,46,16,7,Tablet,5,0,0,No,20,0,Yes
936,44,Female,Pune,18,Cancelled,UPI,13,Yearly,Yes,216,42,28,8,9,54,9,27,Mobile,2,1,14,Yes,258,15,Yes
937,35,Female,Bangalore,45,Active,UPI,5,Monthly,Yes,244,52,14,6,6,27,5,23,Mobile,3,1,14,Yes,49,9,Yes
938,59,Female,Ahmedabad,36,Cancelled,Credit/Debit Card,2,Yearly,Yes,252,56,3,0,6,9,22,8,Mobile,4,3,8,Yes,353,12,Yes
939,28,Female,Pune,44,Active,Credit/Debit Card,4,Yearly,No,262,33,12,14,7,43,38,26,Mobile,5,1,0,No,133,8,No
940,47,Male,Ahmedabad,10,Active,UPI,10,Monthly,Yes,246,10,28,1,8,43,9,11,Mobile,5,5,14,No,205,4,No
941,54,Male,Hyderabad,29,Active,UPI,2,Monthly,No,51,43,20,2,3,17,50,27,Mobile,4,3,4,Yes,243,9,Yes
942,40,Male,Pune,38,Active,UPI,5,Monthly,Yes,217,28,14,15,3,38,46,29,Desktop,4,4,14,No,155,0,Yes
943,32,Female,Kolkata,8,Active,Credit/Debit Card,15,Monthly,No,232,75,28,3,10,52,37,29,Mobile,1,1,5,No,417,6,No
944,55,Female,Chennai,20,Cancelled,Credit/Debit Card,12,Yearly,Yes,226,59,16,7,1,57,4,28,Tablet,4,4,15,Yes,76,3,No
945,56,Male,Bangalore,52,Active,Credit/Debit Card,0,Yearly,No,152,16,35,4,9,14,49,20,Desktop,4,1,9,Yes,468,6,Yes
946,26,Male,Chennai,19,Active,UPI,14,Yearly,No,288,15,34,18,5,11,45,16,Desktop,2,5,11,Yes,417,9,Yes
947,46,Female,Pune,6,Active,UPI,14,Monthly,No,30,70,39,2,1,43,26,29,Mobile,2,3,3,No,370,11,Yes
948,22,Male,Bangalore,17,Active,Credit/Debit Card,11,Yearly,No,257,30,7,20,9,35,26,14,Desktop,5,0,1,No,299,0,Yes
949,59,Female,Bangalore,49,Cancelled,UPI,12,Monthly,No,137,28,36,15,0,53,30,13,Mobile,4,4,14,No,197,2,No
